DATE,AI.PA.Open,AI.PA.High,AI.PA.Low,AI.PA.Close,AI.PA.Volume,AI.PA.Adjusted,Interest.rates,ExchangeRate,PoliticalStability,Infaltion,AirLiquideDividend,REVENUE,NET.INCOME,Basic.earnings.per.share,Diluted.earnings.per.share ,TOTAL.ASSETS,INTANGIBLE.ASSETS,PPE ,CASH,TOTAL.EQUITY,NON.CURRENT.LIABILITY,Cash.flows.from.operating.activities,Net.cash.flows.from.investing.activities,Net.cash.flows.from.financing.activities ,Net.cash.and.cash.equivalents
10-07-2013,77.494499,77.816498,76.922997,77.510597,568661,65.876778,0.088,0.7777,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
11-07-2013,78.194801,78.718102,77.744003,78.677803,715808,66.86879,0.09,0.7669,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
12-07-2013,78.428299,78.871002,78.2351,78.379997,654512,66.615677,0.087,0.7661,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
15-07-2013,78.275299,78.862999,78.041901,78.557098,540852,66.766197,0.086,0.7665,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
16-07-2013,78.565102,78.6698,78.001602,78.1465,424392,66.417229,0.083,0.7612,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
17-07-2013,78.468498,79.007896,77.687698,78.645599,579512,66.841423,0.09,0.7638,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
18-07-2013,78.404099,79.2332,78.057999,79.2332,767332,67.34082,0.091,0.7639,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
19-07-2013,78.8871,79.643799,78.476601,79.643799,989797,67.689796,0.098,0.7612,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
22-07-2013,79.6035,79.925499,78.967598,79.458603,687556,67.532394,0.101,0.7579,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
23-07-2013,79.466698,79.643799,78.806602,78.871002,588538,67.032982,0.105,0.7565,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
24-07-2013,79.031998,79.523003,78.6698,79.4506,673114,67.525589,0.104,0.7555,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
25-07-2013,79.555199,79.692101,78.822701,79.023903,843750,67.162941,0.098,0.7556,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
26-07-2013,79.120598,79.692101,78.967598,79.249298,645593,67.354507,0.097,0.7539,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
29-07-2013,79.064201,79.692101,78.066002,78.388,1041628,66.622475,0.092,0.7545,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
30-07-2013,79.571297,81.302002,79.265404,81.181297,1528511,68.996521,0.099,0.7547,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
31-07-2013,80.738503,81.1008,79.877197,80.319901,1082183,68.26442,0.143,0.7531,0.4487441,-0.3,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
01-08-2013,80.778801,80.980003,80.094597,80.980003,726312,68.825447,0.093,0.7556,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
02-08-2013,80.980003,81.181297,80.577499,81.140999,580872,68.962265,0.084,0.7528,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
05-08-2013,81.140999,81.422798,80.617798,80.859299,486000,68.722855,0.083,0.7553,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
06-08-2013,80.5373,80.819,80.014099,80.376297,710322,68.312347,0.078,0.7514,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
07-08-2013,80.046303,80.778801,79.772598,80.778801,621184,68.654442,0.099,0.7508,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
08-08-2013,80.5373,80.899498,80.271698,80.819,512313,68.688606,0.084,0.7471,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
09-08-2013,80.819,81.583801,80.360199,81.3825,584892,69.167519,0.082,0.749,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
12-08-2013,81.3423,81.664299,80.778801,81.261803,336958,69.064949,0.079,0.7522,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
13-08-2013,81.422798,82.348503,81.302002,82.348503,493676,69.988541,0.077,0.7555,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
14-08-2013,82.4692,82.9925,82.308197,82.388702,435977,70.022713,0.08,0.7539,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
15-08-2013,82.348503,82.589996,81.543503,82.388702,381100,70.022713,0.077,0.7547,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
16-08-2013,82.308197,83.596199,82.147202,83.555901,831642,71.014717,0.078,0.7501,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
19-08-2013,83.475403,83.555901,82.630203,82.871696,453176,70.433205,0.079,0.749,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
20-08-2013,82.267998,82.4692,81.744797,82.227699,714559,69.885864,0.078,0.7448,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
21-08-2013,82.549698,82.912003,81.945999,82.1875,464926,69.851707,0.078,0.7476,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
22-08-2013,82.066704,83.8377,82.066704,83.8377,654158,71.254219,0.079,0.7493,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
23-08-2013,84.360901,84.843903,83.877899,84.602402,783707,71.904152,0.077,0.7462,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
26-08-2013,84.481697,84.843903,83.958397,84.803596,308532,72.075142,0.078,0.7481,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
27-08-2013,84.401199,84.562103,82.912003,82.912003,764105,70.467453,0.08,0.7466,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
28-08-2013,82.267998,82.509499,80.899498,81.503304,1058768,69.270203,0.078,0.7497,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
29-08-2013,81.785004,81.785004,81.1008,81.3825,506558,69.167519,0.076,0.7561,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
30-08-2013,81.1008,81.422798,79.989899,80.1026,1040341,68.079735,0.107,0.7584,0.4487441,0.46,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
02-09-2013,80.778801,81.462997,80.5373,81.302002,537359,69.099106,0.079,0.7581,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
03-09-2013,81.140999,81.583801,80.005997,81.261803,616672,69.064949,0.08,0.76,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
04-09-2013,81.261803,81.543503,79.925499,81.3825,665282,69.167519,0.073,0.7577,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
05-09-2013,81.422798,81.462997,80.054298,80.207298,792666,68.168709,0.069,0.7622,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
06-09-2013,80.086502,81.261803,79.941597,81.261803,798926,69.064949,0.075,0.7601,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
09-09-2013,81.181297,81.261803,80.698303,81.140999,481664,68.962265,0.068,0.7545,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
10-09-2013,81.462997,82.750999,81.3825,82.589996,843903,70.193794,0.071,0.7539,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
11-09-2013,82.308197,82.952202,81.905701,82.4692,523239,70.091125,0.073,0.7518,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
12-09-2013,82.630203,82.670502,81.744797,82.026497,427409,69.714867,0.068,0.7514,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
13-09-2013,82.066704,82.388702,81.825203,82.227699,435664,69.885864,0.072,0.7541,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
16-09-2013,82.831497,83.555901,82.429001,82.549698,646168,70.159531,0.073,0.7489,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
17-09-2013,82.1875,82.670502,81.704498,81.825203,625536,69.543785,0.075,0.7492,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
18-09-2013,81.945999,83.757202,81.744797,83.596199,781713,71.048965,0.078,0.7492,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
19-09-2013,84.521896,85.045097,83.435204,83.8377,890261,71.254219,0.075,0.7385,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
20-09-2013,83.636398,84.521896,83.354698,84.240196,1567120,71.596298,0.078,0.7402,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
23-09-2013,84.038902,84.1194,83.2742,83.636398,747991,71.08313,0.08,0.7412,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
24-09-2013,83.757202,84.1194,83.072998,83.636398,624707,71.08313,0.077,0.7412,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
25-09-2013,82.871696,83.676697,82.791199,83.676697,411877,71.117378,0.077,0.7403,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
26-09-2013,83.233902,84.079201,83.072998,83.998703,452121,71.391052,0.082,0.7418,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
27-09-2013,83.918198,83.998703,82.509499,83.153503,530314,70.672714,0.085,0.7386,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
30-09-2013,82.308197,82.871696,82.308197,82.871696,615521,70.433205,0.179,0.7388,0.4487441,-0.23,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
01-10-2013,82.912003,83.676697,82.549698,82.791199,797760,70.364792,0.08,0.7394,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
02-10-2013,82.388702,82.509499,80.859299,81.3423,910305,69.133369,0.079,0.7358,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
03-10-2013,81.302002,81.905701,80.819,80.980003,521068,68.825447,0.079,0.734,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
04-10-2013,81.060501,81.302002,80.424599,81.1008,599011,68.928116,0.084,0.7355,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
07-10-2013,80.657997,80.899498,79.724297,80.698303,577036,68.586021,0.082,0.7369,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
08-10-2013,80.617798,80.657997,79.764503,80.134804,617464,68.107101,0.084,0.7355,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
09-10-2013,79.692101,79.853104,78.943497,79.273499,990771,67.375076,0.081,0.7399,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
10-10-2013,79.490799,80.778801,79.3218,80.2314,1166533,68.189194,0.08,0.7396,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
11-10-2013,80.5373,80.657997,80.247498,80.456802,548984,68.380775,0.085,0.7373,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
14-10-2013,80.336098,80.778801,79.8209,80.778801,524453,68.654442,0.078,0.7361,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
15-10-2013,81.1008,81.704498,80.778801,81.3423,847958,69.133369,0.078,0.7406,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
16-10-2013,81.261803,81.543503,80.464897,80.698303,768265,68.586021,0.082,0.7412,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
17-10-2013,80.698303,81.664299,80.497002,81.462997,565293,69.235939,0.088,0.7319,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
18-10-2013,82.026497,82.107002,81.302002,81.865501,782748,69.578033,0.093,0.7301,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
21-10-2013,81.704498,82.348503,81.503304,82.267998,596064,69.920128,0.091,0.7313,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
22-10-2013,81.986198,82.710701,81.945999,82.549698,642123,70.159531,0.093,0.7261,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
23-10-2013,82.1875,82.952202,82.1875,82.670502,699662,70.262215,0.094,0.7255,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
24-10-2013,80.497002,81.905701,80.2556,81.221497,1208659,69.030693,0.096,0.7245,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
25-10-2013,81.221497,82.267998,80.899498,81.945999,682846,69.646454,0.096,0.725,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
28-10-2013,82.267998,82.429001,81.744797,82.026497,473038,69.714867,0.095,0.7254,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
29-10-2013,81.986198,82.549698,81.140999,81.543503,783333,69.304352,0.098,0.7262,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
30-10-2013,81.624001,81.704498,80.167,80.497002,792665,68.41494,0.103,0.7262,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
31-10-2013,80.094597,80.980003,79.973801,80.738503,907981,68.620201,0.228,0.7356,0.4487441,-0.13,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
01-11-2013,80.899498,80.980003,80.158997,80.5373,428396,68.449188,0.092,0.7415,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
04-11-2013,80.698303,81.3423,80.657997,80.980003,459854,68.825447,0.092,0.7401,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
05-11-2013,80.980003,81.221497,80.054298,80.488998,561367,68.408134,0.089,0.7421,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
06-11-2013,80.303802,81.060501,80.134804,80.899498,606097,68.757027,0.086,0.7393,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
07-11-2013,80.778801,81.624001,80.1026,80.440697,821968,68.367081,0.078,0.7472,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
08-11-2013,79.828903,80.408501,79.458603,80.167,740843,68.134468,0.077,0.7491,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
11-11-2013,80.167,81.1008,79.772598,80.859299,575791,68.722855,0.076,0.7458,0.4487441,-0.04,2.50,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
12-11-2013,80.819,81.1008,80.408501,80.5373,496369,68.449188,0.074,0.7442,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
13-11-2013,80.2556,80.738503,79.772598,79.965797,736152,67.963463,0.07,0.7461,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
14-11-2013,80.738503,81.181297,80.239502,80.980003,1087181,68.825447,0.076,0.743,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
15-11-2013,80.899498,81.704498,80.698303,81.503304,767600,69.270203,0.079,0.7422,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
18-11-2013,81.1008,82.107002,80.859299,81.986198,592968,69.680611,0.084,0.7394,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
19-11-2013,81.543503,81.905701,81.3825,81.543503,568811,69.304352,0.086,0.7393,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
20-11-2013,81.462997,82.509499,81.302002,82.066704,503195,69.749046,0.091,0.7427,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
21-11-2013,81.704498,81.905701,80.980003,81.543503,509034,69.304352,0.108,0.7428,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
22-11-2013,81.543503,81.945999,81.302002,81.825203,453219,69.543785,0.117,0.7396,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
25-11-2013,82.107002,82.509499,81.785004,82.1875,621181,69.851707,0.132,0.7405,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
26-11-2013,82.267998,82.388702,81.825203,82.026497,624224,69.714867,0.131,0.7374,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
27-11-2013,82.267998,82.750999,81.945999,82.630203,711839,70.227959,0.123,0.7368,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
28-11-2013,82.549698,83.072998,82.308197,82.630203,441584,70.227959,0.127,0.7353,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
29-11-2013,82.429001,82.831497,82.227699,82.589996,456252,70.193794,0.277,0.7344,0.4487441,-0.04,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
02-12-2013,82.509499,82.750999,82.147202,82.509499,455940,70.125381,0.112,0.7377,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
03-12-2013,82.308197,82.509499,80.480904,80.5373,910030,68.449188,0.117,0.7359,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
04-12-2013,80.819,81.221497,79.410301,80.2314,1035752,68.189194,0.126,0.7377,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
05-12-2013,80.480904,80.497002,79.378098,79.498901,877452,67.56665,0.127,0.7322,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
06-12-2013,79.692101,79.7323,78.790497,79.273499,1210935,67.375076,0.127,0.7308,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
09-12-2013,79.676003,79.676003,78.854897,79.0159,1099742,67.156136,0.125,0.7289,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
10-12-2013,78.935402,79.176903,78.339699,78.532898,817036,66.745628,0.131,0.7262,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
11-12-2013,78.879097,79.345901,78.597298,78.854897,1426873,67.019295,0.144,0.7251,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
12-12-2013,78.6698,78.9515,78.323601,78.412201,950552,66.643051,0.139,0.7271,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
13-12-2013,78.597298,79.362,78.444397,78.822701,865413,66.991943,0.15,0.7283,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
16-12-2013,78.621498,79.836998,78.532898,79.643799,1056665,67.689796,0.183,0.7271,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
17-12-2013,79.088303,79.531097,78.549004,78.597298,995845,66.800369,0.206,0.7283,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
18-12-2013,78.8871,79.627701,78.814697,79.4506,1034258,67.525589,0.176,0.7266,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
19-12-2013,79.692101,80.488998,79.692101,80.480904,1322411,68.401253,0.159,0.7316,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
20-12-2013,80.360199,80.497002,79.8209,80.488998,1705561,68.408134,0.161,0.7315,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
23-12-2013,80.344101,80.456802,79.780602,80.432602,701752,68.360207,0.158,0.7296,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
24-12-2013,80.456802,81.1008,80.416496,80.698303,121556,68.586021,0.171,0.731,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
27-12-2013,81.221497,82.026497,80.859299,82.026497,700232,69.714867,0.192,0.7259,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
30-12-2013,82.107002,82.509499,81.865501,82.227699,532628,69.885864,0.223,0.724,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
31-12-2013,82.388702,82.750999,82.267998,82.750999,157887,70.330627,0.446,0.7263,0.4487441,0.34,0.00,15326,1675,5.17,5.15,25004,5133,13511,1187,10445,9421,2709,-2837,-859,-855
